data
"{'apple':0,'pear':0,'orange':1,'lemon':0,'banana':2,'pineapple':0,'Fecha':'2018-10-29'}"
"{'apple':1,'pear':0,'orange':3,'lemon':2,'banana':2,'pineapple':1,'Fecha':'2018-10-30'}"
"{'apple':0,'pear':2,'orange':3,'lemon':1,'banana':1,'pineapple':0,'Fecha':'2018-10-31'}"
"{'apple':0,'pear':3,'orange':0,'lemon':0,'banana':2,'pineapple':1,'Fecha':'2018-11-01'}"
"{'apple':3,'pear':3,'orange':0,'lemon':3,'banana':3,'pineapple':0,'Fecha':'2018-11-02'}"
"{'apple':0,'pear':0,'orange':3,'lemon':3,'banana':0,'pineapple':0,'Fecha':'2018-11-03'}"
"{'apple':3,'pear':3,'orange':0,'lemon':2,'banana':2,'pineapple':1,'Fecha':'2018-11-04'}"
"{'apple':0,'pear':0,'orange':0,'lemon':3,'banana':3,'pineapple':0,'Fecha':'2018-11-05'}"
"{'apple':0,'pear':3,'orange':2,'lemon':2,'banana':1,'pineapple':1,'Fecha':'2018-11-06'}"
"{'apple':3,'pear':1,'orange':2,'lemon':2,'banana':2,'pineapple':1,'Fecha':'2018-11-07'}"
"{'apple':3,'pear':3,'orange':0,'lemon':2,'banana':3,'pineapple':1,'Fecha':'2018-11-08'}"
"{'apple':0,'pear':3,'orange':2,'lemon':3,'banana':3,'pineapple':1,'Fecha':'2018-11-09'}"
"{'apple':3,'pear':3,'orange':3,'lemon':2,'banana':1,'pineapple':0,'Fecha':'2018-11-10'}"
"{'apple':0,'pear':1,'orange':1,'lemon':0,'banana':0,'pineapple':0,'Fecha':'2018-11-11'}"
"{'apple':0,'pear':1,'orange':0,'lemon':1,'banana':1,'pineapple':1,'Fecha':'2018-11-12'}"
"{'apple':0,'pear':3,'orange':3,'lemon':2,'banana':2,'pineapple':1,'Fecha':'2018-11-13'}"
"{'apple':1,'pear':1,'orange':3,'lemon':2,'banana':3,'pineapple':0,'Fecha':'2018-11-14'}"
"{'apple':1,'pear':0,'orange':0,'lemon':0,'banana':2,'pineapple':0,'Fecha':'2018-11-15'}"
"{'apple':0,'pear':1,'orange':3,'lemon':1,'banana':3,'pineapple':1,'Fecha':'2018-11-16'}"
"{'apple':0,'pear':1,'orange':0,'lemon':2,'banana':2,'pineapple':1,'Fecha':'2018-11-17'}"
"{'apple':0,'pear':3,'orange':3,'lemon':2,'banana':2,'pineapple':1,'Fecha':'2018-11-18'}"
"{'apple':1,'pear':1,'orange':0,'lemon':2,'banana':2,'pineapple':1,'Fecha':'2018-11-19'}"
"{'apple':3,'pear':3,'orange':2,'lemon':2,'banana':1,'pineapple':1,'Fecha':'2018-11-20'}"
"{'apple':2,'pear':2,'orange':0,'lemon':3,'banana':1,'pineapple':1,'Fecha':'2018-11-21'}"
"{'apple':3,'pear':0,'orange':3,'lemon':0,'banana':3,'pineapple':1,'Fecha':'2018-11-22'}"
"{'apple':0,'pear':2,'orange':2,'lemon':1,'banana':1,'pineapple':0,'Fecha':'2018-11-23'}"
"{'apple':0,'pear':3,'orange':0,'lemon':3,'banana':2,'pineapple':1,'Fecha':'2018-11-24'}"
"{'apple':1,'pear':3,'orange':0,'lemon':0,'banana':2,'pineapple':0,'Fecha':'2018-11-25'}"
"{'apple':1,'pear':3,'orange':0,'lemon':3,'banana':1,'pineapple':1,'Fecha':'2018-11-26'}"
"{'apple':1,'pear':1,'orange':1,'lemon':2,'banana':0,'pineapple':1,'Fecha':'2018-11-27'}"
"{'apple':0,'pear':2,'orange':0,'lemon':3,'banana':2,'pineapple':1,'Fecha':'2018-11-28'}"
"{'apple':1,'pear':2,'orange':2,'lemon':1,'banana':0,'pineapple':1,'Fecha':'2018-11-29'}"
"{'apple':3,'pear':2,'orange':2,'lemon':1,'banana':3,'pineapple':0,'Fecha':'2018-11-30'}"
"{'apple':1,'pear':1,'orange':1,'lemon':3,'banana':0,'pineapple':0,'Fecha':'2018-12-01'}"
"{'apple':3,'pear':1,'orange':2,'lemon':1,'banana':1,'pineapple':1,'Fecha':'2018-12-02'}"
"{'apple':1,'pear':3,'orange':0,'lemon':2,'banana':1,'pineapple':1,'Fecha':'2018-12-03'}"
"{'apple':3,'pear':3,'orange':3,'lemon':1,'banana':2,'pineapple':1,'Fecha':'2018-12-04'}"
"{'apple':1,'pear':3,'orange':1,'lemon':1,'banana':0,'pineapple':1,'Fecha':'2018-12-05'}"
"{'apple':0,'pear':2,'orange':3,'lemon':3,'banana':3,'pineapple':1,'Fecha':'2018-12-06'}"
"{'apple':2,'pear':2,'orange':3,'lemon':3,'banana':2,'pineapple':0,'Fecha':'2018-12-07'}"
"{'apple':3,'pear':2,'orange':2,'lemon':3,'banana':2,'pineapple':1,'Fecha':'2018-12-08'}"
"{'apple':2,'pear':0,'orange':1,'lemon':3,'banana':0,'pineapple':0,'Fecha':'2018-12-09'}"
"{'apple':2,'pear':1,'orange':1,'lemon':3,'banana':0,'pineapple':0,'Fecha':'2018-12-10'}"
"{'apple':1,'pear':0,'orange':3,'lemon':0,'banana':1,'pineapple':1,'Fecha':'2018-12-11'}"
"{'apple':0,'pear':1,'orange':3,'lemon':2,'banana':3,'pineapple':1,'Fecha':'2018-12-12'}"
"{'apple':2,'pear':1,'orange':1,'lemon':0,'banana':0,'pineapple':0,'Fecha':'2018-12-13'}"
"{'apple':1,'pear':1,'orange':0,'lemon':1,'banana':0,'pineapple':1,'Fecha':'2018-12-14'}"
