filename,width,height,class,xmin,ymin,xmax,ymax
apple_0027.jpg,500,336,apple,5,62,171,256
apple_0027.jpg,500,336,apple,176,27,344,211
apple_0027.jpg,500,336,apple,356,42,500,266
apple_0028.jpg,381,500,apple,4,2,380,492
apple_0029.jpg,500,375,apple,129,26,499,375
apple_0030.jpg,500,375,apple,107,1,337,270
apple_0030.jpg,500,375,apple,3,147,153,361
apple_0030.jpg,500,375,apple,2,2,102,142
apple_0031.jpg,500,376,apple,90,72,337,301
apple_0031.jpg,500,376,apple,263,7,474,216
apple_0031.jpg,500,376,apple,4,1,182,72
apple_0032.jpg,500,375,apple,197,119,368,265
apple_0032.jpg,500,375,apple,65,190,220,293
apple_0033.jpg,500,375,apple,14,51,414,364
apple_0034.jpg,500,375,apple,8,4,475,375
apple_0035.jpg,400,481,apple,32,75,136,256
apple_0035.jpg,400,481,apple,120,131,314,305
apple_0035.jpg,400,481,apple,231,53,379,220
apple_0036.jpg,375,500,apple,11,232,144,342
apple_0036.jpg,375,500,apple,133,280,304,461
apple_0036.jpg,375,500,apple,129,180,242,271
apple_0036.jpg,375,500,apple,8,101,56,162
apple_0036.jpg,375,500,apple,132,101,188,141
apple_0037.jpg,500,414,apple,14,165,224,403
apple_0037.jpg,500,414,apple,234,165,488,404
apple_0037.jpg,500,414,apple,125,4,354,168
apple_0038.jpg,500,375,apple,22,174,396,366
apple_0039.jpg,400,300,apple,25,7,312,290
apple_0040.jpg,375,500,apple,41,11,284,253
apple_0040.jpg,375,500,apple,167,369,370,500
apple_0041.jpg,500,414,apple,76,160,194,248
apple_0041.jpg,500,414,apple,156,23,264,133
apple_0041.jpg,500,414,apple,342,123,459,262
apple_0042.jpg,500,375,apple,2,119,103,208
apple_0042.jpg,500,375,apple,112,96,210,197
apple_0042.jpg,500,375,apple,285,55,374,158
apple_0042.jpg,500,375,apple,145,288,242,370
apple_0042.jpg,500,375,apple,86,187,163,266
apple_0043.jpg,500,398,apple,14,98,329,356
apple_0043.jpg,500,398,orange,281,121,456,334
apple_0043.jpg,500,398,banana,6,3,103,126
apple_0043.jpg,500,398,banana,117,2,236,123
apple_0043.jpg,500,398,banana,235,6,304,133
apple_0044.jpg,500,369,apple,194,135,312,252
apple_0045.jpg,500,354,apple,289,210,395,330
apple_0045.jpg,500,354,apple,272,107,372,201
apple_0045.jpg,500,354,apple,70,237,180,325
apple_0045.jpg,500,354,apple,63,152,156,238
apple_0045.jpg,500,354,apple,214,1,321,75
apple_0046.jpg,375,500,apple,141,343,203,415
apple_0046.jpg,375,500,apple,67,294,126,354
apple_0046.jpg,375,500,apple,139,285,204,350
apple_0046.jpg,375,500,apple,314,233,365,282
apple_0046.jpg,375,500,apple,270,154,314,188
apple_0046.jpg,375,500,apple,195,74,229,107
apple_0046.jpg,375,500,apple,120,234,167,279
apple_0046.jpg,375,500,apple,208,329,246,397
apple_0046.jpg,375,500,apple,23,284,72,339
apple_0047.jpg,500,400,apple,111,96,448,400
apple_0048.jpg,500,400,apple,31,4,495,400
apple_0049.jpg,500,375,apple,202,148,280,233
apple_0049.jpg,500,375,apple,245,206,340,288
apple_0049.jpg,500,375,apple,133,188,208,260
apple_0049.jpg,500,375,apple,344,142,426,220
apple_0050.jpg,500,375,apple,153,134,322,303
apple_0051.jpg,500,375,apple,95,134,178,220
apple_0051.jpg,500,375,apple,39,230,153,340
apple_0051.jpg,500,375,apple,165,202,258,305
apple_0051.jpg,500,375,apple,280,193,384,310
apple_0051.jpg,500,375,apple,336,124,420,201
apple_0051.jpg,500,375,apple,378,175,468,288
apple_0052.jpg,500,375,apple,75,83,206,191
apple_0052.jpg,500,375,apple,114,163,257,306
apple_0052.jpg,500,375,apple,3,202,126,354
apple_0053.jpg,500,346,apple,167,76,341,189
apple_0053.jpg,500,346,apple,63,167,240,317
apple_0053.jpg,500,346,apple,243,165,432,311
apple_0054.jpg,500,333,apple,218,3,426,193
apple_0054.jpg,500,333,apple,116,120,253,228
apple_0054.jpg,500,333,apple,399,94,500,247
apple_0055.jpg,500,333,apple,12,78,457,329
apple_0056.jpg,500,375,apple,19,130,489,375
apple_0057.jpg,500,375,apple,6,2,333,375
apple_0058.jpg,500,375,apple,102,10,326,184
apple_0058.jpg,500,375,apple,41,169,291,369
apple_0058.jpg,500,375,apple,291,101,500,363
apple_0059.jpg,332,500,apple,57,242,288,499
apple_0060.jpg,500,375,apple,110,37,261,199
apple_0060.jpg,500,375,pear,268,10,449,127
apple_0060.jpg,500,375,pear,234,133,366,308
apple_0061.jpg,500,427,apple,207,58,280,132
apple_0061.jpg,500,427,apple,330,131,395,205
apple_0061.jpg,500,427,apple,370,76,437,149
apple_0061.jpg,500,427,apple,298,64,359,135
apple_0061.jpg,500,427,apple,170,120,243,196
apple_0061.jpg,500,427,apple,149,188,224,256
apple_0061.jpg,500,427,orange,111,276,162,327
apple_0061.jpg,500,427,orange,235,287,290,333
apple_0061.jpg,500,427,orange,349,291,417,349
apple_0061.jpg,500,427,orange,61,231,121,278
apple_0061.jpg,500,427,orange,31,314,80,362
apple_0062.jpg,500,375,apple,164,121,264,218
apple_0062.jpg,500,375,apple,373,167,491,294
apple_0062.jpg,500,375,apple,266,269,377,375
apple_0062.jpg,500,375,apple,216,208,323,298
apple_0062.jpg,500,375,apple,292,30,379,110
apple_0062.jpg,500,375,apple,195,24,294,117
apple_0062.jpg,500,375,apple,4,158,94,264
apple_0063.jpg,500,491,apple,52,9,478,438
apple_0064.jpg,500,375,apple,139,95,383,354
apple_0064.jpg,500,375,apple,8,2,227,217
apple_0064.jpg,500,375,orange,385,4,500,256
apple_0064.jpg,500,375,orange,232,1,379,115
apple_0065.jpg,500,375,apple,77,28,270,234
apple_0065.jpg,500,375,apple,202,119,450,343
apple_0066.jpg,500,375,apple,7,138,100,234
apple_0066.jpg,500,375,apple,211,98,299,183
apple_0066.jpg,500,375,apple,32,227,139,335
apple_0066.jpg,500,375,apple,186,188,316,317
apple_0066.jpg,500,375,apple,360,100,466,196
apple_0066.jpg,500,375,apple,278,311,416,375
apple_0066.jpg,500,375,apple,148,252,201,335
apple_0067.jpg,500,382,apple,119,73,359,275
apple_0068.jpg,500,375,apple,78,86,199,226
apple_0068.jpg,500,375,apple,193,95,322,211
apple_0068.jpg,500,375,apple,306,117,412,216
apple_0068.jpg,500,375,apple,369,198,489,306
apple_0068.jpg,500,375,apple,156,232,289,359
apple_0068.jpg,500,375,apple,262,284,394,375
apple_0068.jpg,500,375,apple,397,73,500,172
apple_0068.jpg,500,375,apple,340,4,451,84
apple_0068.jpg,500,375,apple,8,35,103,126
apple_0068.jpg,500,375,apple,65,226,168,339
apple_0069.jpg,500,500,apple,45,17,251,256
apple_0069.jpg,500,500,orange,254,44,402,241
apple_0069.jpg,500,500,banana,12,241,457,444
apple_0070.jpg,500,337,apple,13,55,405,326
apple_0071.jpg,406,500,apple,137,247,279,369
apple_0072.jpg,500,398,apple,19,15,436,391
apple_0073.jpg,500,334,apple,19,92,490,332
apple_0073.jpg,500,334,apple,111,7,414,116
apple_0074.jpg,500,500,apple,38,16,476,488
apple_0075.jpg,500,375,apple,30,44,403,375
apple_0076.jpg,375,500,apple,47,254,167,379
apple_0076.jpg,375,500,apple,153,197,275,332
apple_0076.jpg,375,500,apple,150,310,298,457
apple_0076.jpg,375,500,apple,9,369,121,500
apple_0076.jpg,375,500,apple,120,422,241,500
apple_0076.jpg,375,500,apple,169,55,286,151
apple_0076.jpg,375,500,apple,40,162,131,228
apple_0076.jpg,375,500,apple,271,69,348,140
apple_0076.jpg,375,500,apple,209,5,283,58
apple_0076.jpg,375,500,apple,34,72,104,135
apple_0076.jpg,375,500,apple,239,263,353,369
apple_0077.jpg,500,375,apple,191,66,374,247
apple_0077.jpg,500,375,apple,15,16,177,196
apple_0077.jpg,500,375,apple,314,4,472,129
apple_0077.jpg,500,375,apple,5,241,111,375
apple_0077.jpg,500,375,apple,192,225,358,366
apple_0078.jpg,500,406,apple,105,110,347,339
apple_0079.jpg,500,375,apple,25,4,498,373
apple_0080.jpg,500,375,apple,101,5,223,139
apple_0080.jpg,500,375,apple,247,10,385,120
apple_0080.jpg,500,375,apple,103,196,335,337
apple_0080.jpg,500,375,apple,333,187,500,320
apple_0080.jpg,500,375,apple,316,136,447,208
apple_0080.jpg,500,375,apple,389,97,494,175
apple_0080.jpg,500,375,apple,138,133,308,214
apple_0080.jpg,500,375,apple,12,122,148,227
apple_0080.jpg,500,375,apple,4,186,109,346
apple_0081.jpg,500,369,apple,236,149,324,240
apple_0081.jpg,500,369,apple,325,125,419,224
apple_0081.jpg,500,369,apple,307,208,396,312
apple_0082.jpg,307,500,apple,27,166,120,246
apple_0082.jpg,307,500,apple,139,219,223,307
apple_0082.jpg,307,500,apple,136,170,223,229
apple_0082.jpg,307,500,apple,26,240,124,314
apple_0082.jpg,307,500,apple,106,297,228,392
apple_0083.jpg,500,375,apple,22,1,499,341
apple_0084.jpg,500,333,apple,105,32,425,302
apple_0085.jpg,500,335,apple,119,34,344,198
apple_0086.jpg,357,500,apple,8,276,355,496
apple_0087.jpg,500,375,apple,102,19,414,319
apple_0088.jpg,396,500,apple,18,160,389,495
apple_0089.jpg,500,333,apple,15,29,377,328
apple_0090.jpg,500,352,apple,73,127,160,189
apple_0090.jpg,500,352,apple,37,190,186,272
apple_0090.jpg,500,352,apple,143,147,237,181
apple_0090.jpg,500,352,banana,23,53,83,161
apple_0090.jpg,500,352,banana,90,95,385,138
apple_0090.jpg,500,352,banana,206,71,418,119
apple_0090.jpg,500,352,orange,266,137,415,192
apple_0090.jpg,500,352,orange,205,191,342,258
apple_0090.jpg,500,352,apple,403,130,488,158
apple_0091.jpg,500,371,apple,154,38,314,168
apple_0091.jpg,500,371,apple,34,128,193,295
apple_0091.jpg,500,371,apple,195,172,368,361
apple_0092.jpg,500,375,apple,35,129,301,375
apple_0092.jpg,500,375,apple,291,61,500,295
apple_0092.jpg,500,375,apple,104,8,314,126
apple_0093.jpg,500,333,apple,8,14,323,332
apple_0094.jpg,500,333,apple,43,76,192,208
apple_0094.jpg,500,333,apple,156,22,270,136
apple_0094.jpg,500,333,apple,179,133,281,239
apple_0094.jpg,500,333,apple,293,153,411,301
apple_0095.jpg,500,375,apple,189,151,328,307
apple_0096.jpg,375,500,apple,192,362,257,429
apple_0096.jpg,375,500,apple,225,322,283,372
apple_0096.jpg,375,500,apple,254,352,325,436
apple_0097.jpg,500,375,apple,272,145,336,213
apple_0097.jpg,500,375,apple,211,127,283,183
apple_0097.jpg,500,375,apple,194,215,268,284
apple_0097.jpg,500,375,orange,169,162,227,222
apple_0097.jpg,500,375,orange,265,211,324,279
apple_0098.jpg,500,374,apple,58,31,400,331
apple_0099.jpg,375,500,apple,22,360,140,481
apple_0099.jpg,375,500,apple,111,316,194,411
apple_0099.jpg,375,500,apple,86,272,160,338
apple_0099.jpg,375,500,apple,5,263,77,358
apple_0099.jpg,375,500,apple,182,274,264,345
apple_0099.jpg,375,500,apple,265,415,372,500
apple_0099.jpg,375,500,apple,296,218,363,291
apple_0099.jpg,375,500,apple,71,212,154,276
apple_0100.jpg,500,375,apple,36,18,266,209
apple_0100.jpg,500,375,apple,201,96,463,355
apple_0101.jpg,500,375,apple,11,6,436,372
apple_0102.jpg,500,375,apple,167,98,358,325
apple_0102.jpg,500,375,apple,10,222,212,375
apple_0102.jpg,500,375,apple,278,52,478,243
apple_0102.jpg,500,375,pear,5,3,224,231
apple_0102.jpg,500,375,pear,332,230,500,372
apple_0103.jpg,500,375,apple,175,84,401,325
apple_0104.jpg,500,375,apple,134,93,332,301
apple_0104.jpg,500,375,apple,307,139,464,364
apple_0104.jpg,500,375,apple,21,140,152,310
apple_0105.jpg,500,489,apple,99,73,280,224
apple_0106.jpg,500,334,apple,4,167,419,329
apple_0107.jpg,333,500,apple,126,350,227,460
apple_0108.jpg,422,500,apple,164,286,246,371
apple_0108.jpg,422,500,apple,102,341,170,449
apple_0108.jpg,422,500,pear,210,66,298,160
apple_0108.jpg,422,500,pear,71,255,181,300
apple_0108.jpg,422,500,pear,60,125,153,210
apple_0108.jpg,422,500,orange,91,36,221,167
apple_0108.jpg,422,500,orange,5,151,101,288
apple_0108.jpg,422,500,orange,98,212,143,251
apple_0108.jpg,422,500,orange,246,308,380,444
apple_0108.jpg,422,500,orange,9,292,117,434
apple_0108.jpg,422,500,banana,158,167,188,303
apple_0108.jpg,422,500,apple,169,377,265,479
apple_0108.jpg,422,500,pineapple,196,163,406,313
apple_0109.jpg,500,337,apple,154,8,328,144
apple_0109.jpg,500,337,apple,323,21,382,153
apple_0109.jpg,500,337,apple,7,7,140,148
apple_0110.jpg,500,333,apple,144,26,212,86
apple_0110.jpg,500,333,apple,257,57,332,128
apple_0110.jpg,500,333,apple,141,110,214,188
apple_0110.jpg,500,333,apple,257,130,323,201
apple_0110.jpg,500,333,apple,200,164,264,220
apple_0110.jpg,500,333,apple,211,119,256,163
apple_0110.jpg,500,333,apple,110,79,178,142
apple_0111.jpg,355,500,apple,56,5,349,341
apple_0111.jpg,355,500,apple,13,389,88,476
apple_0112.jpg,500,375,apple,112,69,249,197
apple_0112.jpg,500,375,apple,255,55,397,196
apple_0112.jpg,500,375,apple,18,139,183,284
apple_0112.jpg,500,375,apple,214,189,485,375
apple_0112.jpg,500,375,apple,356,6,436,67
apple_0112.jpg,500,375,apple,54,11,125,62
apple_0113.jpg,500,375,apple,114,115,319,297
apple_0114.jpg,375,500,apple,54,107,348,393
apple_0115.jpg,500,221,apple,96,31,190,110
apple_0115.jpg,500,221,apple,208,126,314,220
apple_0115.jpg,500,221,apple,155,81,255,163
apple_0115.jpg,500,221,apple,84,132,190,215
apple_0115.jpg,500,221,apple,336,87,392,161
apple_0115.jpg,500,221,apple,378,63,431,121
apple_0115.jpg,500,221,apple,276,54,333,111
apple_0116.jpg,500,377,apple,156,128,271,215
apple_0116.jpg,500,377,apple,270,161,379,276
apple_0116.jpg,500,377,apple,22,188,117,301
apple_0116.jpg,500,377,apple,142,238,277,339
apple_0116.jpg,500,377,apple,380,208,484,329
apple_0116.jpg,500,377,apple,280,52,406,161
apple_0116.jpg,500,377,apple,128,2,246,88
apple_0117.jpg,500,375,apple,390,168,442,220
apple_0117.jpg,500,375,apple,431,114,485,150
apple_0117.jpg,500,375,apple,434,222,497,260
apple_0117.jpg,500,375,apple,240,78,369,239
apple_0118.jpg,500,375,apple,176,21,308,127
apple_0118.jpg,500,375,apple,133,134,311,195
apple_0118.jpg,500,375,orange,290,60,439,184
apple_0118.jpg,500,375,orange,373,42,462,93
apple_0118.jpg,500,375,orange,27,34,170,175
apple_0119.jpg,500,362,orange,26,37,261,304
apple_0119.jpg,500,362,apple,264,19,485,297
apple_0120.jpg,500,375,apple,141,115,233,199
apple_0120.jpg,500,375,apple,216,71,306,160
apple_0120.jpg,500,375,apple,106,37,202,115
apple_0120.jpg,500,375,apple,34,93,140,180
apple_0120.jpg,500,375,apple,95,194,187,294
apple_0120.jpg,500,375,apple,216,179,302,274
apple_0120.jpg,500,375,apple,308,211,416,305
apple_0120.jpg,500,375,apple,217,276,328,362
apple_0120.jpg,500,375,apple,114,299,212,375
apple_0120.jpg,500,375,apple,11,283,114,367
apple_0121.jpg,500,500,apple,242,44,460,268
apple_0122.jpg,500,375,apple,129,167,387,372
apple_0123.jpg,391,500,apple,184,128,391,434
apple_0124.jpg,500,342,apple,14,87,227,300
apple_0124.jpg,500,342,apple,216,67,428,276
apple_0125.jpg,500,333,apple,76,97,337,329
apple_0126.jpg,449,500,apple,113,218,278,378
apple_0126.jpg,449,500,pear,197,76,338,244
apple_0126.jpg,449,500,pear,45,138,190,256
apple_0126.jpg,449,500,banana,41,258,157,490
apple_0127.jpg,500,408,apple,101,35,441,382
apple_0128.jpg,500,375,apple,7,3,339,350
apple_0129.jpg,500,375,apple,108,29,414,340
apple_0130.jpg,500,375,apple,87,52,253,268
apple_0130.jpg,500,375,apple,201,101,424,335
apple_0131.jpg,500,375,apple,141,108,309,240
apple_0131.jpg,500,375,apple,218,5,364,127
apple_0131.jpg,500,375,apple,253,226,444,374
apple_0131.jpg,500,375,apple,70,206,247,375
apple_0131.jpg,500,375,apple,24,192,86,321
apple_0131.jpg,500,375,apple,36,73,161,179
apple_0132.jpg,500,384,apple,41,71,295,299
apple_0132.jpg,500,384,apple,312,30,484,305
apple_0133.jpg,500,375,apple,119,8,353,244
apple_0134.jpg,400,500,apple,4,295,186,472
apple_0134.jpg,400,500,apple,64,192,134,296
apple_0135.jpg,500,333,apple,10,23,405,333
apple_0136.jpg,500,333,apple,223,7,489,235
apple_0137.jpg,500,333,apple,194,76,374,230
apple_0137.jpg,500,333,banana,57,189,396,323
apple_0138.jpg,375,500,apple,139,63,243,155
apple_0138.jpg,375,500,apple,161,261,270,385
apple_0138.jpg,375,500,apple,295,128,375,231
apple_0138.jpg,375,500,apple,85,331,214,480
apple_0138.jpg,375,500,apple,86,116,166,194
apple_0138.jpg,375,500,apple,152,179,234,265
apple_0139.jpg,500,333,apple,164,28,289,140
apple_0139.jpg,500,333,apple,91,141,223,261
apple_0139.jpg,500,333,apple,227,125,346,262
apple_0139.jpg,500,333,apple,363,142,496,276
apple_0139.jpg,500,333,apple,297,20,440,153
apple_0139.jpg,500,333,apple,25,16,159,152
apple_0140.jpg,500,328,apple,159,42,377,233
apple_0141.jpg,500,308,apple,128,27,228,114
apple_0141.jpg,500,308,apple,214,3,310,76
apple_0141.jpg,500,308,apple,354,28,434,122
apple_0141.jpg,500,308,apple,267,70,358,147
apple_0141.jpg,500,308,apple,185,108,295,191
apple_0141.jpg,500,308,apple,300,127,411,235
apple_0141.jpg,500,308,apple,412,113,500,235
apple_0141.jpg,500,308,apple,418,241,500,303
apple_0141.jpg,500,308,apple,223,234,408,308
apple_0142.jpg,336,500,apple,97,291,244,438
apple_0142.jpg,336,500,apple,224,110,284,154
apple_0142.jpg,336,500,apple,48,105,114,151
apple_0143.jpg,500,375,apple,6,15,174,210
apple_0143.jpg,500,375,apple,144,178,362,367
apple_0143.jpg,500,375,apple,282,5,483,180
apple_0144.jpg,500,333,apple,78,152,263,315
apple_0145.jpg,500,332,apple,190,11,441,267
apple_0145.jpg,500,332,apple,5,146,219,310
apple_0145.jpg,500,332,apple,4,8,102,141
apple_0146.jpg,382,500,apple,7,243,129,361
apple_0146.jpg,382,500,apple,85,292,268,482
apple_0146.jpg,382,500,apple,182,1,382,140
apple_0146.jpg,382,500,lemon,261,238,382,400
apple_0146.jpg,382,500,orange,7,7,163,98
apple_0146.jpg,382,500,orange,94,114,275,263
apple_0147.jpg,500,378,apple,10,3,361,366
apple_0148.jpg,500,371,apple,63,2,473,371
apple_0149.jpg,500,375,apple,82,75,354,326
apple_0150.jpg,500,334,apple,101,11,400,314
apple_0151.jpg,500,375,apple,28,18,306,330
apple_0152.jpg,500,333,apple,171,40,268,139
apple_0152.jpg,500,333,apple,57,10,171,108
apple_0152.jpg,500,333,apple,154,144,258,259
apple_0152.jpg,500,333,apple,27,162,135,251
apple_0152.jpg,500,333,apple,396,186,497,302
apple_0152.jpg,500,333,apple,401,60,499,177
apple_0152.jpg,500,333,apple,296,53,383,130
apple_0152.jpg,500,333,apple,261,115,350,214
apple_0152.jpg,500,333,apple,193,264,302,333
apple_0152.jpg,500,333,apple,365,2,456,62
apple_0154.jpg,500,375,apple,133,108,363,325
apple_0156.jpg,500,375,apple,266,68,362,181
apple_0156.jpg,500,375,apple,199,154,313,260
apple_0156.jpg,500,375,apple,104,161,207,259
apple_0156.jpg,500,375,apple,8,150,116,271
apple_0156.jpg,500,375,apple,50,55,154,162
apple_0156.jpg,500,375,apple,309,7,399,69
apple_0156.jpg,500,375,apple,311,161,412,268
apple_0156.jpg,500,375,apple,153,263,253,369
apple_0156.jpg,500,375,apple,257,258,365,368
apple_0156.jpg,500,375,apple,27,255,149,367
apple_0156.jpg,500,375,apple,368,68,462,172
apple_0156.jpg,500,375,apple,404,6,497,88
apple_0157.jpg,500,375,apple,57,37,440,365
apple_0158.jpg,500,422,apple,156,9,240,76
apple_0158.jpg,500,422,apple,388,75,496,197
apple_0158.jpg,500,422,apple,130,147,200,250
apple_0159.jpg,500,381,apple,255,84,500,321
apple_0159.jpg,500,381,apple,2,264,71,375
apple_0160.jpg,500,406,apple,238,86,477,355
apple_0160.jpg,500,406,apple,42,16,254,222
banana_0001.jpg,256,192,banana,3,1,58,134
banana_0001.jpg,256,192,banana,51,3,134,159
banana_0001.jpg,256,192,banana,86,6,228,190
banana_0001.jpg,256,192,banana,201,36,250,178
banana_0002.jpg,500,375,banana,4,2,251,375
banana_0002.jpg,500,375,banana,254,9,490,375
banana_0003.jpg,500,375,banana,5,6,70,64
banana_0003.jpg,500,375,banana,5,72,110,155
banana_0003.jpg,500,375,banana,68,128,107,179
banana_0003.jpg,500,375,banana,73,55,164,272
banana_0003.jpg,500,375,banana,178,126,291,330
banana_0003.jpg,500,375,banana,166,171,198,270
banana_0003.jpg,500,375,banana,271,190,303,302
banana_0003.jpg,500,375,banana,368,164,419,321
banana_0003.jpg,500,375,banana,378,31,495,323
banana_0003.jpg,500,375,banana,295,113,378,354
banana_0004.jpg,500,375,banana,248,94,316,218
banana_0004.jpg,500,375,banana,326,115,370,225
banana_0004.jpg,500,375,banana,198,179,295,258
banana_0005.jpg,500,500,banana,75,12,415,500
banana_0006.jpg,500,375,banana,129,42,260,192
banana_0006.jpg,500,375,banana,53,123,240,217
banana_0007.jpg,500,375,banana,38,47,190,110
banana_0007.jpg,500,375,banana,414,10,500,109
banana_0008.jpg,500,333,banana,6,9,231,326
banana_0008.jpg,500,333,orange,275,14,498,331
banana_0009.jpg,500,375,banana,233,102,418,368
banana_0009.jpg,500,375,banana,376,254,467,352
banana_0009.jpg,500,375,banana,348,94,500,305
banana_0009.jpg,500,375,banana,396,68,500,211
banana_0011.jpg,500,375,banana,28,122,276,243
banana_0011.jpg,500,375,banana,33,163,312,288
banana_0011.jpg,500,375,banana,44,237,336,326
banana_0012.jpg,500,375,banana,256,21,353,206
banana_0013.jpg,375,500,banana,50,121,263,472
banana_0013.jpg,375,500,banana,156,104,342,357
banana_0014.jpg,375,500,banana,14,122,256,410
banana_0014.jpg,375,500,banana,258,138,370,375
banana_0015.jpg,500,404,banana,194,11,352,65
banana_0015.jpg,500,404,banana,306,18,408,86
banana_0015.jpg,500,404,banana,377,61,469,138
banana_0016.jpg,500,333,banana,159,112,229,223
banana_0016.jpg,500,333,banana,209,110,249,151
banana_0016.jpg,500,333,banana,199,92,270,227
banana_0016.jpg,500,333,banana,250,82,304,217
banana_0017.jpg,375,500,banana,187,302,262,413
banana_0017.jpg,375,500,banana,187,404,264,490
banana_0017.jpg,375,500,banana,82,224,199,360
banana_0018.jpg,500,333,banana,102,20,481,300
banana_0019.jpg,500,344,banana,193,51,403,182
banana_0019.jpg,500,344,banana,107,117,227,306
banana_0019.jpg,500,344,banana,256,187,428,308
banana_0019.jpg,500,344,banana,394,75,495,196
banana_0020.jpg,500,375,banana,206,34,301,156
banana_0020.jpg,500,375,banana,299,62,439,202
banana_0021.jpg,500,375,banana,63,105,284,375
banana_0021.jpg,500,375,banana,248,18,500,365
banana_0022.jpg,333,500,banana,66,13,224,401
banana_0023.jpg,500,375,banana,189,42,237,154
banana_0023.jpg,500,375,banana,291,99,369,165
banana_0023.jpg,500,375,banana,348,108,419,208
banana_0023.jpg,500,375,banana,382,127,456,243
banana_0023.jpg,500,375,banana,437,138,486,218
banana_0023.jpg,500,375,banana,69,105,137,160
banana_0023.jpg,500,375,banana,64,156,158,218
banana_0023.jpg,500,375,banana,14,152,94,219
banana_0023.jpg,500,375,banana,47,219,234,267
banana_0023.jpg,500,375,banana,60,242,244,315
banana_0023.jpg,500,375,banana,76,285,290,351
banana_0023.jpg,500,375,banana,293,296,391,375
banana_0023.jpg,500,375,banana,87,15,196,85
banana_0024.jpg,500,375,banana,78,65,219,375
banana_0024.jpg,500,375,banana,197,55,370,375
banana_0024.jpg,500,375,banana,303,70,482,375
banana_0025.jpg,500,375,banana,27,42,491,254
banana_0026.jpg,500,327,banana,29,62,69,141
banana_0026.jpg,500,327,banana,53,71,94,169
banana_0026.jpg,500,327,banana,91,110,133,185
banana_0026.jpg,500,327,banana,130,120,175,205
banana_0026.jpg,500,327,banana,162,136,212,236
banana_0026.jpg,500,327,banana,210,141,269,218
banana_0026.jpg,500,327,banana,278,130,330,227
banana_0026.jpg,500,327,banana,320,121,349,198
banana_0026.jpg,500,327,banana,341,117,375,212
banana_0027.jpg,500,333,banana,186,4,310,321
banana_0027.jpg,500,333,banana,313,9,435,154
banana_0027.jpg,500,333,banana,120,16,213,151
banana_0027.jpg,500,333,banana,1,8,119,137
banana_0027.jpg,500,333,orange,265,154,496,333
banana_0027.jpg,500,333,orange,23,133,177,333
banana_0028.jpg,500,333,banana,239,3,378,244
banana_0028.jpg,500,333,banana,87,3,260,304
banana_0028.jpg,500,333,banana,12,1,94,281
banana_0029.jpg,375,500,banana,65,247,156,307
banana_0029.jpg,375,500,banana,66,226,137,262
banana_0029.jpg,375,500,banana,67,322,161,409
banana_0029.jpg,375,500,banana,35,335,89,380
banana_0029.jpg,375,500,banana,33,372,108,397
banana_0029.jpg,375,500,banana,49,372,158,410
banana_0029.jpg,375,500,banana,74,391,176,433
banana_0029.jpg,375,500,banana,286,365,313,437
banana_0029.jpg,375,500,banana,308,363,339,451
banana_0030.jpg,500,410,banana,112,98,172,326
banana_0030.jpg,500,410,banana,166,107,238,355
banana_0030.jpg,500,410,banana,231,103,363,374
banana_0030.jpg,500,410,banana,306,94,392,258
banana_0030.jpg,500,410,banana,374,145,423,293
banana_0030.jpg,500,410,banana,257,11,312,69
